text,label
The patient had been on oral propranolol for the past five years and had taken his last dose of propranolol approximately ten hours before the administration of parenteral verapamil for treatment of a supraventricular tachycardia documented by an electrocardiogram.,0
"Patients taking these drugs, therefore, often felt that the treatment was making them worse instead of better, and were reluctant to continue with it.",0
"The major problems affecting compliance with pharmacotherapy for schizophrenia are outlined here showing, by means of case histories, how sertindole has benefited schizophrenic patients.",0
"However, patients who do not respond to clozapine monotherapy can be given adjunctive treatment with ECT.",0
"Laboratory tests revealed creatine kinase (CK) 7952 IU/L, lactate dehydrogenase 1021 IU/L, myoglobin 2322 U/L, and aspartate aminotransferase 362 IU/L, resulting in a diagnosis of iatrogenic rhabdomyolysis.",0
"The pathophysiology, risk factors, diagnosis, and treatment options for this complication are discussed.",0
"A single dose of dichloroacetate (DCA) was associated with a decrease in the serum lactate level by 20%, which persisted for more than 24 h.",0
"The urine revealed inappropriately high levels of magnesium and potassium despite critically low serum levels, with an appropriately low urine calcium level.",0
No adverse effects were noted from either vancomycin or hemodiafiltration.,0
She was successfully treated with oral prednisolone and cyclosporine A (CsA).,0
In four patients corneal infiltrates cleared on topical medication.,0
"Although the exact pathophysiological processes involved have not yet been established, the neurotransmitters dopamine, serotonin and gamma amino butyric aid (GABA) have been documented to play a significant role in the generation of hiccups.",0
We hypothesize that early glutamine supplemented tube feedings in children receiving intensive chemotherapy alone or in combination with bone marrow transplantation will result in improved nutrition with fewer infections and lower cost than TPN-supplemented patients.,0
"Although several cases of solid tumours have been reported during TKI therapy, the link between cancer and TKIs is not yet clear.",0
This case suggests a role for IgE in the hypersensitivity reaction.,0
She experienced intense pain in the first postoperative week and obtained topical oxybuprocaine for pain relief.,0
Hyperphosphatemia is an infrequent complication of the tumor lysis following induction therapy for lymphoproliferative disorders that can result in acute renal failure.,0
Retinal pigment epithelial tear following photodynamic therapy for choroidal neovascularization secondary to AMD.,0
It is generally well tolerated.,0
"The elimination half-time (15 h) was similar to that reported for end-stage renal disease patients, while the steady-state volume of distribution (85 l) and the area under the curve concentration (127 mg/l.h) were greater.",0
They are also underdiagnosed and undertreated.,0
"However, serum HBV DNA turned detectable again after 9 months of LAM therapy and a YMDD mutation was detected.",0
Virilizing adrenal tumor in a child suppressed with dexamethasone for three years.,0
In patients with inflammatory bowel disease cytomegalovirus infection has been described in both immunocompetent and immunocompromised individuals.,0
"It is suggested that the long-term use of androgenic-anabolic steroids is the fourth cause of HAS, the majority of cases still being of unknown aetiology.",0
Platinum agents and secondary myeloid leukaemia: two cases treated only with platinum-based drugs.,0
"Since no satisfactory remission was achieved using a multi-drug chemotherapy protocol that included cyclophosphamide, vincristine, cytosine arabinoside, prednisolone, and subsequently supplemented by L-asparaginase, it was replaced by another protocol combining vincristine, L-asparaginase, prednisolone, cyclophosphamide and doxorubicin.",0
Severe transplacental lithium toxicity in a neonate is described.,0
"It usually is given by bolus intravenous injection, sometimes in high doses (> 5 mg), even though that is not approved by the Food and Drug Administration.",0
"An alternative preparation, Mastisol, was successfully used without primarily inducing allergy.",0
We believe this is a remarkable potentiation on record in the literature.,0
Cholelithiasis in turn enhances the effects of cyclosporin on increased platelet aggregation.,0
METHODS: Review of two patients.,0
The combination of raltitrexed (Tomudex) and mitomycin-C in the treatment of advanced colorectal cancer--a phase II study.,0
"CONCLUSION: WE and thiamine deficiency should be considered in all patients with malabsorption, malnutrition, and malignancies.",0
Despite they can be distinguished through clinical and histological characteristics; both are often used as synonyms.,0
The mother had systemic lupus erythematosus and cyclophosphamide exposure in the first trimester.,0
Various etiologic factors have been implicated in PVOD after BMT.,0
Renal biopsy three weeks after the onset of renal failure revealed evidence of focal renal cortical necrosis.,0
"Desmopressin is a commonly used, well-tolerated agent for the treatment of primary nocturnal enuresis and central diabetes insipidus.",0
The two patients were finally released in good condition.,0
RESULTS: Two of three melanoma patients had objective responses.,0
"Therefore, data from large randomised, multicentre studies are needed to definitely answer the question of the relationship between safety and efficacy of this promising treatment option.",0
"The possibility of HUS during induction chemotherapy for ALL should be considered early on in the treatment regimen, if clinical signs and symptoms suggest this diagnosis, so that appropriate treatment can be instituted.",0
A decreased Arden ratio on EOG (<1.50) was found with an accompanying decreased amplitude of the scotopic b-wave on full-field electroretinography in both eyes.,0
CONCLUSION: Rapid infusion of albumin might be a rescue option in cases of severe TRALI with extensive pulmonary capillary leak during the acute phase.,0
Acetylcholine receptor and anti-skeletal muscle antibody titers were positive in both patients.,0
Recombinant human alpha-interferon (IFN) at a dose of 3 million units combined with melphalan and prednisolone was administrated.,0
"Early diagnosis of WE is important, because if it is treated with thiamine in the acute stages, the neurologic and cardiovascular abnormalities can be reversed.",0
Jaw osteonecrosis associated with use of bisphosphonates and chemotherapy: paradoxical complication of treatment of bone lesions in multiple myeloma patients.,0
"In a few cases, toxicity related to concomitant medications could also be involved.",0
"Two prior episodes of visual loss had occurred during oral contraceptive treatment, an association not heretofore reported.",0
Corticosteroid therapy is a rare but possible independent predisposition to PCP.,0
"Extensive pelvic, pulmonary and brain metastases were associated with clinically manifest thyrotoxicosis.",0
He was diagnosed in the early post transplant period after anti-rejection therapy.,0
These organisms have occasionally been reported as a cause of serious infections in man but have not been reported as a cause of shunt infection.,0
These features are similar to those observed previously in persistent light reactors to topical photosensitizers.,0
"The infant developed repeated tongue thrust, abnormal hand posturing, and tremor of all extremities.",0
Jpn J Ophthalmol 2005;49:231-234 (c) Japanese Ophthalmological Society 2005.,0
Polymicrobial sepsis is sometimes seen due to enteric organisms adhering to the parasite.,0
"The literature is reviewed, and clinical symptoms, pathophysiology, and treatment options are discussed.",0
A medical evaluation for an alternative etiology of his seizures was negative.,0
Effect of ramipril in a patient with glycogen storage disease type I and nephrotic-range proteinuria.,0
Schizophrenia-like psychosis caused by a metabolic disorder.,0
Neuropsychologic evaluation revealed global cognitive deficits; he was found to be a carrier of a PS-1 point mutation at position G206A.,0
"Spontaneous intracerebral hemorrhage was diagnosed, despite an initial negative CT scan.",0
The pathogenesis of chemotherapy-associated thrombotic microangiopathy (C-TMA) has not been established.,0
"She received 5-fluorouracil, doxorubicin, and cyclophosphamide.",0
Complications occurring after manual pumping of the reservoir are rare.,0
"Vicks VapoRub induces mucin secretion, decreases ciliary beat frequency, and increases tracheal mucus transport in the ferret trachea.",0
These myths underscore the importance and utility of outcome-based research to help guide physicians in their practices.,0
The patient had suffered two spontaneous left humeral fractures treated with prosthesis replacement just before the initial diagnosis of multiple myeloma.,0
DISCUSSION: The patient was given chloroquine by his captain in a dosage regimen appropriate for quinine (2 tablets 3 times daily for 7 d).,0
These symptoms did not recur after discontinuation of the drug.,0
PARTICIPANTS: Four patients with periocular hemangioma.,0
"A bone marrow biopsy did not show signs of hematologic disease, but revealed a small granuloma rife with acid-fast bacilli, which were later confirmed to be Mycobacterium genavense by gene sequencing.",0
"Autopsy demonstrated extensive necrosis of the tumor mass, as well as necrotizing vascular damage within the neoplasm.",0
Our purpose is to highlight the dangerous means adopted by unlicensed medical charlatans to induce abortion as well as to emphasize the key role played by anesthesiologists in the management of such cases.,0
CONCLUSION: These results suggest that rifampin-impregnated silicone catheters could become a valuable tool in the treatment and prevention of shunt infections.,0
"After developing two additional lesions that began to ulcerate despite treatment with imipenem, vancomycin, clindamycin, rifampin, and gentamicin, the patient consented to a skin biopsy.",0
"METHODS: A 20-year-old woman developed pain, redness, decreased vision, and corneal infiltrate in the right eye 15 days after bilateral LASIK.",0
"After both patients gave informed consent, an uneventful intravitreal injection of 1.25 mg Avastin was performed in the left eyes.",0
The duration of each infusion should be minimised and blood volume should be carefully monitored throughout.,0
Infection of central nervous system by motile Enterococcus: first case report.,0
"After appropriate antibiotic and replacement of the central venous line, CT demonstrated disappearance of the lung nodules in all three patients, enabling a diagnosis of nodular septic embolism.",0
Protein in vitamin K absence (PIVKA) is the prothrombin precursor found in plasma when carboxylation to prothrombin is impaired.,0
"In our case, a 77-year-old woman, with stage IIIA IgG lambda multiple myeloma for two years, presented with firm nodular violaceous cutaneous lesions on the left arm without underlying bone osteolytic lesions or subcutaneous tumors; the biopsy was consistent with plasmacytoma.",0
Various incidences of hemorrhagic complications have been cited in patients given anticoagulants after stroke or transient cerebral ischemia.,0
Improvement in cholestasis associated with total parenteral nutrition after treatment with an antibody against tumour necrosis factor alpha.,0
Physical examination findings were consistent with congestive heart failure.,0
"In patient 2, thrombolysis caused mobilisation of thrombotic mass as evidenced by disappearance of thrombus on ultrasound.",0
Hypertension was not present.,0
Two had positive antihistone antibodies.,0
Histological and immunohistochemical studies of paraffin embedded specimen were conducted.,0
"MAC infection persisted despite treatment, however, no anti-MAC drug-resistant isolates emerged throughout the clinical course in either case.",0
Immunotherapy with imiquimod 5% cream for eyelid nodular basal cell carcinoma.,0
Delayed pancreatic pseudocyst formations.,0
Polymerase chain reaction (PCR) followed by restriction fragment length polymorphism analyses and long PCR were performed to detect CYP2D6 genotype.,0
"At this point, she developed whole body urticaria and pruritus with edema of the extremities.",0
"Although he survived the acute stages following injury, his pulmonary function subsequently deteriorated with a damaged trachea and bronchi, repeated attacks of pneumonia, atelectasis, pneumothorax and lung fibrosis, leading to death with hypercapnia (PaCO2 more than 100 mmHg) after 205 days in hospital.",0
Airway obstruction due to spontaneous retropharyngeal hemorrhage.,0
Merkel cell carcinoma after liver transplantation: a case report.,0
"Folinic acid, the 5-formyl derivative of tetrahydrofolic acid, is the active form of folic acid.",0
"Administration of low-dose cidofovir was associated with clearance of BK virus DNA from blood and allograft, and stabilization of renal function in both patients, without significant toxicity.",0
Different pathologies have been described as caused by henna.,0
After 82 days' treatment her arm appeared normal and has remained so over seven months.,0
Granulocytic sarcoma: local presentation of a systemic disease.,0
"The criteria proposed by Earnest et al. should be implemented for each seizure case that requires a decision on the urgent need for therapeutic anticonvulsant levels, whether by mechanical infusion, manual intravenous push, or oral loading.",0
"However, id injection with monomeric Lex had no effect.",0
Myasthenia gravis is an autoimmune disorder where antibodies against the nicotinic Ach receptor resulting in impaired transmission at the NM junction.,0
"Edema is an adverse event associated with thiazolidinedione therapy The potential for mild-to-moderate peripheral edema with thiazolidinedione is known, especially in patients who have heart failure or use insulin.",0
Mild improvement has occurred after 5 months' treatment with tetrabenazine despite the long duration of dystonia and the presence of secondary structural changes.,0
Resin hemoperfusion for chloramphenicol intoxication.,0
Aminoglycoside-induced renal toxicity is well known and may manifest with nonoliguric renal failure or renal tubular dysfunction.,0
Subjects received 1.2 to 2.88 gm over 12 to 18 days.,0
The implications are stressed in relation to the differential diagnosis of patients with gastroenterological disorders who develop peripheral neuropathy.,0
We conclude that one should be cautious when treating patients with systemic lupus erythematosus and pre-existing renal disease with cyclosporine A especially when tubulointerstitial abnormalities are present and/or other nephrotoxic drugs are used.,0
Liposomal amphotericin B in drug-resistant visceral leishmaniasis.,0
"She received 600 mEq of sodium bicarbonate intravenously over 36 hours by which time her mentation, electrolytes and pH were normal.",0
The association of ergot toxicity and iliac dissection has not been previously described.,0
In the mean-time the drug is available in Canada and England but not in the U.S.,0
"Due to the potentially life-threatening complications of this condition and the increasing use of anticonvulsants in the treatment of mood disorders, psychiatrists must be aware of the diagnosis and treatment of this condition.",0
The combination therapy of interferon alpha and ribavirin was given to a 50-year-old female with CHC who had not responded to a previous treatment by interferon alpha.,0
"Additionally, we showed conclusively that under certain circumstances (that is, corneal scarring) tandem scanning confocal microscopy can resolve the double-walled structure of the Acanthamoeba ectocyst surrounding the endocyst.",0
OBJECTIVE: To raise awareness of a rare but serious adverse effect of a commonly used medication.,0
2). These findings were characteristic of granular parakeratosis.,0
"Despite continued improvements in mortality associated with a spinal-cord injury, until recently little progress had been made in improving neurologic function.",0
Acute amphotericin B overdose.,0
The cumulative severity of thrombocytopenia observed over successive cycles was accompanied by an increasing TPO response which tended to grow overproportionally in relation to the degree of peripheral thrombocytopenia.,0
Clinical observations were examined retrospectively for three cases with adverse reactions and cited to support a dynamic theory that associated drug reactivity to personality factors.,0
These symptoms were reproduced after a second administration of brimonidine.,0
The latter was discontinued slowly over a period of 10 weeks.,0
This article reviews case reports and clinical studies of thrombolysis during and shortly after CPR in order to estimate the risk of severe bleeding events caused by CPR in association with thrombolysis compared with CPR without thrombolysis.,0
It may or may not be accompanied by other features of toxicity.,0
The 125I-insulin binding rate was high (54%).,0
A 57-year-old woman with end-stage renal disease presumed secondary to chronic glomerulonephritis underwent a living related renal allograft transplantation.,0
"In this group, four men were seen with osteonecrosis.",0
We describe a first case of keratitis caused by Nocardia exalbida.,0
"In both cases there was a progressive increase during treatment, in peripheral blood lymphocyte counts, skin reactions and in vitro cellular responses to PPD, and a sudden rise in ESR at the time of their deterioration.",0
Similar phenomena have also been observed with other antibiotics.,0
Catheter fracture and cardiac migration: a rare complication of totally implantable venous devices.,0
After treatment with prednisolone a complete resolution of the dyspnea was observed.,0
Topical vaginal oestrogen cream used for treatment of burn injury of vaginal mucosa after misapplication of 100% acetic acid in a perimenopausal woman: a case report.,0
We consider that the MAHA in this patient is chemotherapy-related.,0
A 64-year-old male patient developed progressive pancytopenia three weeks into therapy with lenalidomide for his relapsed MM.,0
METHOD: The authors present a three-case series in which risperidone was used to treat delusions of infestation.,0
The patient was treated with radiofrequency cautery and is now asymptomatic.,0
"In these cases, the pregnancy can be protected through anticoagulation treatment, but there may be exceptions to this.",0
"Until recently, discontinuance of anticoagulant therapy has been recommended, as this cessation has been shown to slow or halt further tissue infarction.",0
A careful and complete medication history can help avoid unnecessary discontinuation of clinically important medications and inadvertent rechallenge with the causative agent.,0
"On hospital day 5, as no additional arrhythmias had occurred, lidocaine was discontinued.",0
Clinical presentation spreads from almost asymptomatic patients to critically ill patients with pulmonary oedema or frank cardiogenic shock.,0
This case report highlights a need for awareness of increased bleeding as a potentially serious complication associated with the use of all currently licensed PIs in individuals with hemophilia.,0
We report the results of treatment with MACOP-B in 11 young patients with low grade lymphoma (LGL).,0
"To demonstrate that the 2-yr clinical follow-up of our patient strongly suggests that long-term therapy with posaconazole (POS) is safe and beneficial in treatment and prevention of relapses of, otherwise fatal, central nervous system mucormycosis.",0
The mechanism by which ciprofloxacin causes these adverse effects is not fully understood.,0
METHODS: We performed a clinical chart review.,0
"After failure to respond to antibiotics, aminosalicylates and immunomodulators such as azathioprine and 6-mercaptopurine (6-MP), all patients were treated with infliximab.",0
These later regressed when the drug was withdrawn.,0
"Even though anti-inflammatory, analgesic and antipyretic effects of henna have been shown, it may cause severe side-effects in some cases.",0
"As a child, he had suffered a traumatic injury to his liver requiring the surgical repair of a laceration.",0
It gives the radiological and CT scan findings and the important role played by them in the diagnosis of this syndrome.,0
Desmopressin--a nontransfusional form of prevention of postextractive bleeding in some patients with von Willebrand's type I disease.,0
They suffered from severe (one case) or moderate (two cases) hemopoietic form of acute radiation sickness (ARS).,0
"To the best of our knowledge, this is the first report of an association between sunitinib and gynaecomastia.",0
"Typically, it occurs in a patient with preexisting structural heart disease (20 of 24 [83%]) and often with some form of recent dental infection or manipulation (18 of 24 [75%]).",0
Topical capsaicin as an adjuvant analgesic for the treatment of traumatic amputee neurogenic residual limb pain.,0
"Although priapism has been associated with other serotonergic antidepressants, no published reports have correlated restoration of sexual potency with use of fluoxetine.",0
This adverse effect has not been previously described for this agent.,0
Hyperbaric oxygen therapy for cerebral palsy: two complications of treatment.,0
Osteonecrosis in patients with testicular tumours treated with chemotherapy.,0
"A ten year old boy who died of the consequences of an infrequent gastrointestinal complication, whilst on induction chemotherapy for acute lymphatic leukemia, is being reported.",0
Risperidone versus clozapine in the treatment of psychosis in six patients with Parkinson's disease and other akinetic-rigid syndromes.,0
"With the increased use of indwelling central venous catheters, increasing numbers of cases of Rhodotorula fungemia have been observed in patients with neoplasia and neutropenia.",0
"The cosmetic contact lens user should receive professional advice before accessing the lenses, and this must be communicated to the public.",0
An adverse drug reaction (ADR) induced by fluoxetine was suspected and fluoxetine treatment was discontinued.,0
Synergistic effect of carbapenem-teicoplanin combination during severe Rhodococcus equi pneumonia in a kidney transplant recipient.,0
"The administration of phenobarbital in this patient allowed improved symptom control, minimized the potential for propylene glycol toxicity, was not associated with respiratory depression, and facilitated successful weaning of benzodiazepines.",0
"The only adverse effect was atrioventricular block in two children, which was completely reversible.",0
In four of five eyes the LASIK flap was amputated.,0
Extraskeletal tumoral calcifications (TC) may occur in patients with end-stage renal disease.,0
A bone marrow aspiration test on day 16 showed a markedly increased number of activated macrophages showing massive hemophagocytosis.,0
"Administration of cation-exchange resin such as sodium polystyrene sulphonate (Kayexalate) is effective in lowering plasma potassium, although complications following oral or rectal administration are reported in newborns.",0
Doctors involved in the use of indwelling intrathecal catheters for pain control must be aware of the risk of significant neurological sequelae but should not dismiss re-establishment of intrathecal therapy in the presence of significant neurological complications.,0
Attention must be paid to this complication because the outcome and functional prognosis are better when pulmonary involvement is gold related: in our case steroid therapy was life-saving and induced complete recovery of the lung damage.,0
The additional finding of extensive resorption of the outer cortical surface and bone formation at the inner surface suggested a reversible phase after discontinuation of treatment.,0
Treatment with r-HuEPO does improve the quality of life and ability to work of uremic patients and does not adversely affect their transplant potential.,0
This is the first reported case of the use of Monsel's solution to arrest excessive uterine bleeding after the evacuation of retained products of conception after a miscarriage.,0
We report on a patient who developed the clinical findings of pulmonary eosinophilia.,0
We evaluated both healthy ferrets and animals in which we first induced tracheal inflammation with bacterial endotoxin (a lipopolysaccharide [LPS]).,0
Hyperthyroidism complicating asthma treatment.,0
Early noninvasive neurovascular and neurometabolic imaging is very helpful in choosing candidates for this type of therapy.,0
Persistent CSF leak may also be present without PDPH.,0
"The thrombolytic therapy, together with heparin prophylaxis, was successfully administered in the hematology ward without the need for intensive care support (i.e. mechanical ventilation).",0
The patient had insertion of the levonorgestrel-releasing intrauterine system (LNG-IUS).,0
"Clinical manifestations resolved after surgical drainage of the thyroid abscess, prolonged antibiotherapy and diminution of immunosuppressive regimen.",0
"The drug was discontinued, his symptoms resolved, and his liver function tests returned to normal.",0
The patient treated with DBS developed severe dyskinesia a few days after discharge and began self medication with amantadine but showed no improvement.,0
Medical and ophthalmic management is discussed in a case of subconjunctival and external hemorrhage from the eye secondary to prolonged prothrombin time in oral anticoagulation therapy.,0
Local control of tumor with preservation of organ function was achieved.,0
Blood counts returned to normal 6 days after institution of granulocyte colony stimulating factor therapy.,0
Three of the four patients also had bilateral ptosis.,0
"These measurements (720 before and 832 on therapy) suggested that both early and late dumping symptoms are causally related to the rate of glucose elevation and decline, rather than to glucose peak and nadir, respectively.",0
"Nevertheless, with appropriate safeguards described in this study, its topical use is safe.",0
"Controlled clinical trials are indicated to determine if this finding is indicative of a class effect for all GABAergic antiepileptic drugs (AEDs), as already noted with vigabatrin, or if this case represents an incidental finding with tiagabine (41 references).",0
Intrapericardial infusion of 5-fluorouracil.,0
Toxic epidermal necrolysis in early infancy.,0
"Risperidone appears effective in controlling agitation in patients with dementia and has a relatively benign adverse-effect profile, but more clinical trials are needed to elucidate its role for this indication.",0
"Clinical awareness, timely detection and discontinuation of gemcitabine are mandatory to prevent this rare but disastrous complication of gemcitabine therapy.",0
Cutaneous malignant melanoma after immunosuppressive therapy.,0
One such case that was managed conservatively with success is reported.,0
Both asthma and thyroid disease are common disorders that occasionally occur together.,0
A 40-year-old Caucasian female was first seen 20 years ago for a routine ocular screening in relation to hydroxychloroquine treatment for systemic lupus erythematosus.,0
Herpetic reactivation may occur in many forms after excimer laser ablation.,0
Growth dynamics of meningiomas in patients with multiple sclerosis treated with interferon: report of two cases.,0
The success of the treatment was documented by the criterion of a return to the normal cardiorespiratory parameters a few hours after the start of the thrombolytic treatment.,0
Evidence from previous studies of neuroleptic side effects suggests that acute dystonic reactions are rare in elderly patients.,0
In none of these reports has radiologic or pathologic data been presented.,0
"This advantage must be weighed against the risks (immunologic reactions, loss of the therapeutic effect of the cardiac glycoside if an overdose of antibody is given).",0
"Treatment, mainly steroids and ciclosporin, should be aimed at the control of acute manifestations of cGVHD.",0
There was serological evidence of a recent Group A streptococcal infection.,0
The patient required nitroprusside for control of elevated blood pressure.,0
The patient had a favourable outcome.,0
Carcinoma arising in the pleural cavity following pneumonectomy for hydatid disease.,0
"The newer generation of antifungal agents such as itraconazole and terbinafine are more effective than the older therapies, griseofulvin and ketoconazole, in the treatment of dermatophyte pedal onychomycosis.",0
Medulloblastoma in a patient successfully treated for immature teratoma of the ovary.,0
"It appears that specific MEFV mutations are probably not the sole determinants of phenotype, and that unknown environmental factors or modifying genes act as accomplices in this disease.",0
CONCLUSIONS: This case series describes a clinically distinct form of interface inflammation that presents late and is associated with elevated intraocular pressure.,0
"Agitation includes combativeness, hyperactivity, disinhibition, wandering, and restlessness.",0
"There was no evidence of renal failure, diabetes, acidosis, increased potassium intake, or significant tissue trauma.",0
Earlier reports documented similar symptoms in patients without a history of heart failure.,0
"After bilateral implantation of an angle-supported anterior chamber intraocular lens (AC IOL) in an allergic patient, the haptic tips were exposed through the limbus in the left eye.",0
Earlier recognition and treatment may lead to improved outcome.,0
"We conclude, this novel mode of intra-operative local chemotherapy by spray application of fibrin glue containing antineoplastic agent is effective in the control of residual tumor progression and may also prevent local recurrence and hence suggests its possible role as an adjuvant therapy in the management of malignant gliomas.",0
Leukaemia cutis in a patient treated for breast cancer.,0
CONCLUSIONS: The normal host response to a cosmetic filler is a weak granulomatous reaction.,0
CLINICAL PRESENTATION AND INTERVENTION: A 50-year-old male with chronic hepatitis C received treatment with alfa-interferon and ribavirin for 52 weeks.,0
"CASE SUMMARY: We report the case of an 81-year-old white man (weight, 82 kg; height, 173 cm; photodamaged type II skin) affected with cirrhosis of the liver, chronic idiopathic myelofibrosis, and a 3-year history of longitudinal melanonychia and periungual hyperpigmentation.",0
Tinea incognito describes fungal infections with atypical clinical features and is usually caused by administration of steroids.,0
Clearance and adverse effects of efavirenz are associated with CYP2B6-G516T polymorphism.,0
Hepatitis C virus RNA was negative after 12 mo of treatment.,0
PURPOSE: To report a case with concentric retinal pigment epithelium (RPE) atrophy after a single photodynamic therapy (PDT).,0
"Treatment with high-dose intravenous IgG (HDIgG; a first-generation preparation) was ineffective, but a course of steroids resulted in a rapid increase in the the platelet count.",0
"MAIN OUTCOME MEASURES: Visual acuity, color vision, Goldmann perimetry testing, and fundus photography.",0
"No published reports of priapism with antidepressants were located, but 11 cases have been reported to the manufacturers.",0
Meningitis can be caused in experimental performing a lumbar puncture (LP) after bacteraemia.,0
Bacteriology cultures revealed colonies of aspergillus fumigatus in all bone samples.,0
One of the patients presented hyperprolactinemia and a raised estrogen/androgen ratio but the hormone levels were not raised in the other.,0
The definitive role of antiviral therapy is yet to be clarified.,0
She received 3.8 mg cumulative dose of vincristin before development of ptosis.,0
"These two cases of acute leukemia, which developed 3 years after diagnosis of breast cancer and initiation of chemotherapy, were characterized by trilineage dysplasia and pancytopenia, and had abnormalities of chromosomes 5 and 7: characteristics consistent with treatment-related leukemia.",0
The treatment of metastatic colorectal cancer to the liver has been a significant problem for clinicians in the past.,0
"In contrast, none of 27 nondiabetic healthy normal controls or 10 diabetics who had never received protamine or protamine-containing insulin had levels of antiprotamine immunoglobulin E over background.",0
"Twelve hours after admission, ""diabetic ketoacidosis"" was diagnosed on the basis of elevated glycaemia, glycosuria, ketonuria and a low bicarbonate blood level, which led to treatment with fluids and regular insulin infusion.",0
The first signs of joint manifestations started one year after HIV seroconversion and resolved when antiviral treatment with AZT was started.,0
CASE SUMMARY: A 75-year-old white man received 23.6 grams of ofloxacin over a 51-day period for epididymitis.,0
"On January 22, laboratory tests showed normal values of CK, CK-MB, and myoglobin.",0
These results indicate that CFSE dilution assay will be useful for the diagnosis and monitoring of drug hypersensitivity.,0
A pulmonary restrictive defect with a prominent decline of forced vital capacity (FVC) when the patient was on supine position was recorded.,0
Six consecutive patients with HIV infection and NCPH were the subject of this series.,0
RESULTS: Six preterm and 2 term patients were included in the study.,0
Clonazepam for the treatment of lancinating phantom limb pain.,0
Pityriasis lichenoides-like eruption occurring during therapy for myelogenous leukemia.,0
Its aetiology is variable and it remains difficult to treat.,0
"RESULTS: Within the first 4 weeks after the injection, dense cataract developed necessitating cataract surgery.",0
Subsequent observation revealed the presence of choreiform movements.,0
Coronary thrombolysis with streptokinase or tissue plasminogen activator is useful for the treatment of acute myocardial infarction in selected patients.,0
CONCLUSIONS: Serious lead poisoning continues to occur and there appears to be complacency regarding the hazard posed by lead paint in old houses.,0
The patient recovered from renal failure and no other side effects were observed.,0
Continuing the treatment with 13-cis-retinoic acid without systemic steroid eventually cleared the systemic manifestations and skin lesions.,0
Her immunoglobulins in serum were checked on PHT and after 15 years treatment with carbamazepine.,0
Oral anticoagulant therapy: a precipitating factor in the pathogenesis of cholesterol embolization?,0
"Emphasis is placed on the significance of the possible relationship and similarity between NIS and catatonic stupor, and on the theoretical possibilities which this offers.",0
The patient was successfully managed with clopidogrel therapy during the 16 months follow-up without recurrent thrombotic or hemorrhagic events.,0
"However, little is known about this complication immediately after vertebral artery stenting.",0
In two of the patients there appeared to be a correlation between the severity of the psoriasis and the dosage of interferon.,0
A 43-year-old woman received cisplatin 60 mg/m2 in 15 minutes during her sixth cycle of therapy.,0
"Cell-mediated immune reactions mediated by OKT8+T cells might have caused the leukopenia, although other mechanisms involving cytotoxic antibodies or antibody-dependent cell-mediated cytotoxicity cannot be excluded.",0
"When the therapy was discontinued, the frequency and amplitude of the myoclonus increased, and synchronous and weak myoclonus also was observed in the left abdomen.",0
Acute leukemia following prolonged cytotoxic agent therapy.,0
Microangiopathic cytokines released in response to the GVHD and infection may damage the intima of microvessels that were previously injured by the two BMT.,0
Radioisotopic control for baclofen pump catheter failure.,0
All had a history of chronic graft-vs-host disease (cGVHD) and all had active manifestations of cGVHD at MN diagnosis.,0
Clinical and radiological improvements were achieved after treatment with corticosteroid and tamoxifen.,0
"RESULTS: Among a total of 3,648 ICD-related procedures performed between 1983 and 2005, we identified 47 (1.3%) cases of ICD infections, of which 5 (0.1%) were due to a fungal pathogen.",0
Both had no past history of psychiatric or behavioural disorder.,0
Early diagnosis and prompt surgical treatment are the keys to success in the treatment of this limb-threatening complication.,0
Development and course of subjective and objective phenomena seem to be typical for patients in whom Ukrain could induce long-term complete remission.,0
"At surgery, the only significant findings were that the coeliac lymph nodes were enlarged and stained purplish black as were the omentum and the intraperitoneal fat.",0
The potential risk of carcinogenicity has delayed more extensive clinical trials.,0
"It binds to both active and inactive conformations of the ABL gene and is 325 times more potent than imatinib in inhibiting the growth of BCR/ABL cells in vitro (Morelock and Sahn, Chest 1999;116:212-21; Huggins and Sahn, Clin Chest Med 2004;25:141-53).",0
"After previously tolerating ECT well, introduction of moxifloxacin for a respiratory tract infection was associated with prolonged seizure duration despite complete resolution of her respiratory complaint.",0
Microscopic examination of these colonies showed a high percentage of histiocytes identical to those seen in the patient's bone marrow.,0
"We present a case of chronic postoperative Propionibacterium acnes endophthalmitis in which the diagnosis was made by anterior chamber paracentesis, and topical, periocular, and systemic antibiotic therapy resolved the inflammation.",0
"Blood findings during blast transformation were heterogeneous, including normal blood morphologic findings in 1 patient, leukocytosis with circulating blasts and basophilia in 1, and marked pancytopenia in 1.",0
"Drug-induced gingival enlargement has been reported in patients treated with various types of anticonvulsant drugs, and is generally associated with the presence of plaque, gingival inflammation, and a genetic predisposition.",0
Fluorescein angiography was performed to confirm the presence of neovascularization.,0
CONCLUSIONS: The use of IL-2 in bedridden patients with performance status >2 must be given on an individualized basis.,0
Multiple reports in the last decade have shown increased mortality and increased utilization of resources in patients who received catheterization of the right side of the heart.,0
Late postpartum eclampsia coincident with postdural puncture headache: a case report.,0
"We feel that hormonal treatment may be tried as first modality in the treatment of Youssef's syndrome, before resorting to surgery.",0
This report describes SIADH that developed in an elderly woman with single dermatomal herpes varicella zoster ophthalmicus without evidence of varicella zoster encephalitis or dissemination.,0
He became completely premorbid 2 weeks after administration of levodopa.,0
